rr_prev,rr_next,rr_ratio,amp_max,amp_min,amp_mean,amp_std,amp_range,skew,kurtosis,label,record
0.1638888888888889,0.8138888888888889,0.20136518771331058,0.84,-0.485,-0.23131944444444447,0.2868180233367535,1.325,2.7110731470549694,6.539603493260345,Normal,100
0.8138888888888889,0.8111111111111111,1.0034246575342465,0.94,-0.535,-0.24555555555555555,0.34885084718292847,1.475,2.4277895670025633,4.8088308328750005,Normal,100
0.8111111111111111,0.7888888888888889,1.028169014084507,0.96,-0.57,-0.291875,0.3262768055186339,1.5299999999999998,2.805602030913132,7.067555632072369,Normal,100
0.7888888888888889,0.7916666666666666,0.9964912280701754,0.86,-0.645,-0.3161805555555556,0.31631613609685943,1.505,2.665703356297412,6.4618233135026815,Normal,100
0.7916666666666666,0.7888888888888889,1.0035211267605633,0.82,-0.565,-0.3023611111111111,0.28916183019757274,1.3849999999999998,2.8578175454593198,7.45573944465093,Normal,100
0.7888888888888889,0.8166666666666667,0.9659863945578231,0.885,-0.545,-0.29083333333333333,0.3056595782529607,1.4300000000000002,2.7998524007161785,7.0579034599100074,Normal,100
0.8166666666666667,0.6527777777777778,1.251063829787234,0.945,-0.535,-0.26152777777777775,0.32966380063728146,1.48,2.679257004306177,6.257556822795693,Normal,100
0.6527777777777778,0.9944444444444445,0.6564245810055865,0.875,-0.57,-0.2829166666666667,0.31686808287431606,1.4449999999999998,2.657013037876124,6.197381056748633,Supraventricular,100
0.9944444444444445,0.8444444444444444,1.1776315789473684,0.885,-0.575,-0.3022916666666667,0.33712936181415915,1.46,2.5158482662668344,5.349582842502621,Normal,100
0.8444444444444444,0.8111111111111111,1.0410958904109588,0.89,-0.585,-0.30006944444444444,0.3200385101128408,1.475,2.688703207630788,6.403402630000458,Normal,100
0.8111111111111111,0.7888888888888889,1.028169014084507,0.925,-0.545,-0.27555555555555555,0.31346468385560017,1.4700000000000002,2.8064770580073457,7.074369926603416,Normal,100
0.7888888888888889,0.7722222222222223,1.0215827338129495,0.865,-0.53,-0.2536111111111111,0.29236846784093234,1.395,2.783165536371986,7.034751506471173,Normal,100
0.7722222222222223,0.8388888888888889,0.9205298013245033,0.835,-0.54,-0.2790972222222222,0.29041914918700895,1.375,2.802642068803082,7.0798686046189685,Normal,100
0.8388888888888889,0.8555555555555555,0.9805194805194806,0.935,-0.515,-0.25187499999999996,0.3229308464628646,1.4500000000000002,2.67939610562823,6.248680305615511,Normal,100
0.8555555555555555,0.8222222222222222,1.0405405405405406,0.89,-0.575,-0.2680555555555555,0.318321940847142,1.4649999999999999,2.5854751885350806,5.900496633937574,Normal,100
0.8222222222222222,0.8277777777777777,0.9932885906040269,0.795,-0.565,-0.2953472222222222,0.29442189870444146,1.3599999999999999,2.6731900176826975,6.349568457111636,Normal,100
0.8277777777777777,0.8222222222222222,1.0067567567567568,0.85,-0.555,-0.2947222222222222,0.3143057703637504,1.405,2.643164595373765,6.0496609237782915,Normal,100
0.8222222222222222,0.7944444444444444,1.034965034965035,0.905,-0.555,-0.2804861111111111,0.31821677591504416,1.46,2.735959070884734,6.607571421855726,Normal,100
0.7944444444444444,0.7972222222222223,0.9965156794425086,0.825,-0.545,-0.27472222222222226,0.29127222004997233,1.37,2.7723708424096922,6.940184532449261,Normal,100
0.7972222222222223,0.7916666666666666,1.0070175438596491,0.97,-0.57,-0.2407638888888889,0.36896407131075765,1.54,2.2811328318467514,4.043112794160136,Normal,100
0.7916666666666666,0.8222222222222222,0.9628378378378378,0.895,-0.56,-0.28861111111111115,0.31325267381831073,1.455,2.7929027231845693,7.035211482837467,Normal,100
0.8222222222222222,0.8694444444444445,0.9456869009584664,0.975,-0.535,-0.2559027777777778,0.34198697017585583,1.51,2.639279923004137,6.005918653480438,Normal,100
0.8694444444444445,0.8222222222222222,1.0574324324324325,0.875,-0.575,-0.2710416666666667,0.3174758712397596,1.45,2.5972096269456095,5.870638722980893,Normal,100
0.8222222222222222,0.7861111111111111,1.0459363957597172,0.88,-0.585,-0.2931944444444444,0.31246589320049034,1.4649999999999999,2.6941269112327637,6.495412366310528,Normal,100
0.7861111111111111,0.7916666666666666,0.9929824561403509,0.935,-0.585,-0.2838888888888889,0.3235890550423637,1.52,2.736688665718583,6.663397434026929,Normal,100
0.7916666666666666,0.775,1.021505376344086,1.05,-0.575,-0.20930555555555555,0.3943870997048208,1.625,2.185225397081382,3.599523809164298,Normal,100
0.775,0.7861111111111111,0.9858657243816255,0.88,-0.58,-0.28187500000000004,0.30731638318677384,1.46,2.7244275819827184,6.7268562275902015,Normal,100
0.7861111111111111,0.8111111111111111,0.9691780821917808,0.92,-0.565,-0.29423611111111114,0.31868834885509645,1.4849999999999999,2.7561818781796683,6.789117602454261,Normal,100
0.8111111111111111,0.8166666666666667,0.9931972789115646,0.955,-0.645,-0.3178472222222222,0.3509034237080934,1.6,2.5613562010638304,5.776287750985499,Normal,100
0.8166666666666667,0.8277777777777777,0.9865771812080537,0.845,-0.665,-0.36694444444444446,0.32237029643670856,1.51,2.7502212713784786,6.788726697635977,Normal,100
0.8277777777777777,0.8444444444444444,0.9802631578947367,0.725,-0.68,-0.4074305555555556,0.30613517468182116,1.405,2.7060664438108613,6.52104440776517,Normal,100
0.8444444444444444,0.8055555555555556,1.0482758620689654,0.83,-0.67,-0.38583333333333336,0.3310358322330412,1.5,2.663169239602672,6.193357263795142,Normal,100
0.8055555555555556,0.775,1.039426523297491,1.045,-0.605,-0.30173611111111115,0.4018050934724846,1.65,2.4210329849050534,4.680160671176045,Normal,100
0.775,0.8,0.96875,0.855,-0.605,-0.3154166666666667,0.3090225967106253,1.46,2.786235337489133,7.037318542512158,Normal,100
0.8,0.7888888888888889,1.0140845070422535,0.795,-0.655,-0.3525,0.30057699143111033,1.4500000000000002,2.7386368546483513,6.8735066888811955,Normal,100
0.7888888888888889,0.8583333333333333,0.9190938511326862,0.855,-0.62,-0.3417361111111111,0.33186463911659475,1.475,2.6479717754977377,6.080189756847052,Normal,100
0.8583333333333333,0.8416666666666667,1.0198019801980198,0.955,-0.66,-0.32493055555555556,0.3521032963330225,1.615,2.602630833455385,5.957018066776553,Normal,100
0.8416666666666667,0.825,1.0202020202020203,0.855,-0.63,-0.32895833333333335,0.33940505289484946,1.4849999999999999,2.491208480028047,5.292499197322754,Normal,100
0.825,0.8027777777777778,1.027681660899654,0.795,-0.645,-0.3648611111111111,0.3067515419482913,1.44,2.8049499501400583,7.111162294995988,Normal,100
0.8027777777777778,0.8361111111111111,0.9601328903654485,0.885,-0.625,-0.3290277777777778,0.32892357995531013,1.51,2.702658039137112,6.4636984354734475,Normal,100
0.8361111111111111,0.7916666666666666,1.0561403508771932,1.05,-0.6,-0.27944444444444444,0.3677951909271461,1.65,2.6193597951204506,5.9293948820268865,Normal,100
0.7916666666666666,0.7888888888888889,1.0035211267605633,0.85,-0.615,-0.31888888888888883,0.29472588750469836,1.4649999999999999,2.871443064165818,7.667544809240735,Normal,100
0.7888888888888889,0.8194444444444444,0.9627118644067797,0.84,-0.67,-0.3524305555555556,0.33973334422377377,1.51,2.446894767461431,5.141827455003164,Normal,100
0.8194444444444444,0.8444444444444444,0.9703947368421052,0.85,-0.64,-0.3707638888888889,0.32556005134125565,1.49,2.711006595713044,6.478247360675195,Normal,100
0.8444444444444444,0.8805555555555555,0.9589905362776026,0.93,-0.65,-0.33722222222222226,0.35851728697752966,1.58,2.532383643307549,5.478252818573162,Normal,100
0.8805555555555555,0.8222222222222222,1.070945945945946,0.825,-0.695,-0.34812499999999996,0.3238649383059069,1.52,2.5207010884472565,5.806554345616937,Normal,100
0.8222222222222222,0.7777777777777778,1.0571428571428572,0.835,-0.615,-0.3476388888888889,0.30282807303978215,1.45,2.8427213238190596,7.3704863025360305,Normal,100
0.7777777777777778,0.8027777777777778,0.9688581314878892,0.93,-0.595,-0.3038194444444444,0.33127960355721375,1.525,2.6493063277084454,6.303371994796739,Normal,100
0.8027777777777778,0.8111111111111111,0.9897260273972603,0.925,-0.585,-0.2895138888888889,0.3244591222778626,1.51,2.7142744712460027,6.540341141142888,Normal,100
0.8111111111111111,0.7972222222222223,1.0174216027874563,0.77,-0.6,-0.3226388888888889,0.2895662131896393,1.37,2.730352553352122,6.757861907696182,Normal,100
